Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.6.15,nic,Nursing Intervention Classification,Suzanne,Bakken,masked,,Joanne McCloskey Dochterman and Gloria Bulechek,"Center for Nursing ClassificationCollege of NursingThe University of IowaIowa City, IA 52242",319-335-7051/319-335-7120/319-335-7115,masked,,Center for Nursing Classification,"College of NursingThe University of IowaIowa City, IA 52242",319-335-7051/319-335-7120/319-335-7115,joanne-dochterman@uiowa.edu,,,,Int,,,6,Complete,,,"NIC provides names and values for procedures/orders/service intent related to the treatment activities of nurses and other providers who may perform the same treatment activities.  Names, definitions, and associated codes are attached for 486 interventions.  Defining activities (anywhere from ten to several dozen) are listed for each of the interventions in the NIC classification book but are not attached to this document.", ,14/10/2009 12:00, ,,UV
2.16.840.1.113883.6.16,noc,NOC - Nursing Outcome Classification,Suzanne,Bakken,masked,,"Sue Moorhead, PhD","College of NursingUniversity of Iowa458 Nursing Building50 Newton RoadIowa City, IA 52242-1121",319-335-7110,masked,,University of Iowa College of Nursing,"College of NursingUniversity of Iowa101 Nursing Building50 Newton RoadIowa City, IA 52242-1121",,leslie-gannon@uiowa.edu,http://www.nursing.uiowa.edu/excellence/nursing_knowledge/clinical_effectiveness/noc.htm,,,Int,,,6,Complete,,,"The ANA's Congress of Nursing Practice Steering Committee on Databases to Support Clinical Nursing Practice has recognized Nursing Outcomes Classification (NOC) as a classification system useful for clinical nursing practice.The NOC 3rd edition includes 330 outcomes including 76 new outcomes and a revised measurement scale. Core outcomes are identified for 41 specialties, linkages with NANDA diagnoses and with Gordon's functional health patterns have been updated, and the outcomes are organized in both the NOC taxonomy and the Taxonomy of Nursing Practice. This edition of NOC also reports the research results form 10 clinical testing sites.", ,14/10/2009 12:00, ,,UV
2.16.840.1.113883.6.17,hhcc,Home HealthCare Classification System,Suzanne,Bakken,masked,,,,,masked,,,,,,,Academic,,Int,,2.16.840.1.113883.6.236,6,Complete,,,"Home HealthCare Classification System codes.Note that this code system has been retired, and has been replaced by 2.16.840.1.113883.6.236 CCC.", , , ,,UV
2.16.840.1.113883.6.18,ib,ISBT 128,Edwin A,Steane,masked,,Paul Ashford,"PO Box 11309, San Bernardino, CA  92423",9097936516,masked,Executive Director,ICCBBA,"PO Box 11309, San Bernardino, CA  92423",9097936516,iccbba@iccbba.org,http://www.iccbba.org,SDO,,Int,,,6,Complete,,,"ISBT 128 is a coding system for blood components, hematopoietic progenitor cells and other tissues. It is comprised of an overall Application Specification, and labeling and coding documents for the separate sections: blood components, hematopoietic progenitor cells (draft), source plasma (draft) and tissues (draft). The documentation is supported by databases: Country/Collection Facility, Product Code (blood components,cellular therapy products, source plasma,tissues and organs) and Special Testing. ISBT 128 is designed as a series of data structures that are  technology-independent and can be used for bar coding, radio frequency tag encoding and electronic data interchange.  No changes of any kind are needed to use ISBT 128 in HL7 messages.", ,10/05/2001 12:00,8/10/2013 3:31,IB,UV
2.16.840.1.113883.8,HL7documents,HL7 Published Documents,,,masked,,,,,masked,,,,,,,,,Int,,,8,Complete,,,"HL7 published documents (standards, tutorial slides, implementation guides, databases, published RIM graphic billboards, etc.)", , , ,,UV
2.16.840.1.113883.9,conformanceProfiles,Conformance Profiles,,,masked,,,,,masked,,,,,,,,,Int,,,9,Complete,,,HL7 Registered Message Profiles,1/05/2005 12:00,12/06/2011 12:00, ,,UV
2.16.840.1.113883.3.2,Mayo Clinic,,Calvin,Beebe,masked,,Calvin Beebe,,,masked,phone:    email:,"HL7,HL7",,,,,,2.16.840.1.113883.3.2,Int,,,3,Complete,2.16.840.1.113883,HL7,OID root for: Mayo Clinic,10/05/2001 12:00,10/05/2001 12:00,10/05/2001 4:00,,UV
2.16.840.1.113883.6.19,camncvs,CAMNCVS,Melinna,Giannini,masked,,,,,masked,,,,,,,,,Int,,,6,Complete,,,CAM & Nursing Coding Vocabulary Set,10/05/2001 12:00, ,10/05/2001 4:05,,UV
2.16.840.1.113883.6.20,nanda,NANDA,Melinna,Giannini,masked,,"Kay C. Avant, RN, PhD, FAAN","7601 Tallahassee, Waco, Tx  76712",254 772 5572,masked,,North American Nursing Diagnosis Association,"1211Locust St., Philadelphia, PA19107",215 545 7222,www.NANDA@rmpinc.com,www.NANDA.org,,,Int,,,6,Complete,,,"The terminology consists of standardized terms and codes for patient problems or life processes expressed as nursing diagnoses. These data elements would be classified by HL7 as ?observations?. The taxonomy is  multi-axial. It consists of 12 domains and 36 classes. All domains and classes are defined. There are 7 axes with definitions for each. Each nursing diagnosis consists of: a concept label or term expressed as a noun or a noun phrase; a definition of the term; a set of defining characteristics (signs and symptoms) of the diagnostic term; an approved list of modifiers of the term; a set of risk factors with definitions; and a set of related factors (or etiologies) for the term.  The system preserves semantics by having robust review procedures and policies to ensure against semantic drift in the meanings of the encoded terms over time. NANDA as an organization is committed to updating the terminology on a regular biannual basis. 	NANDA has been in existence since 1973 and is thus the oldest developer of standardized language in nursing. Most other nursing language systems use many of the older NANDA terms in their vocabularies. The express purpose of the organization is to develop a comprehensive standardized nursing language that captures the conclusions that nurses make based on observations ? in effect, the nursing diagnoses. The work is a continuing effort and diagnoses are revised, retired or added bi-annually. The codes are simple integers and are not linked to each other. If a diagnostic term is retired, the code is also retired. If a new diagnosis is added a new code is given to that term. If a diagnostic term is revised, the code is kept intact but the date of the revision is published alongside the term. Domains and classes are not coded.",10/05/2001 12:00,10/05/2001 12:00,10/05/2001 4:05,,UV
2.16.840.1.113883.3.3,Medscape,,Andrew S.,Woyak,masked,,Andrew S. Woyak,,,masked,phone: 503-531-7141   email: awoyak@medscapeinc.com,HL7,,,,,,2.16.840.1.113883.3.3,Int,,,3,Complete,2.16.840.1.113883,HL7,"OID root for: Medscape, Inc, Hillsboro, OR 97124",1/06/2001 12:00, ,1/06/2001 12:00,,UV
2.16.840.1.113883.3.4,VMDB_OID,,Arthur M.,Siegel,masked,,"Dan Hogan, Purdue University",,,masked,"Dan Hogan, Purdue University",The Veterinary Medical Data Program,,,,,Academic,2.16.840.1.113883.3.4,Int,,,3,Complete,2.16.840.1.113883,HL7,"OID root for The Veterinary Medical Data Program Participants, Inc., DBA Veterinary Medical Data Base (VMDB)",1/06/2001 12:00, ,1/06/2001 12:00,,UV
2.16.840.1.113883.3.5,aavld,AAVLD Root OID,James T.,Case,masked,,"Michael K Martin, DVM, MPH","PO Box 102406Columbia, SC 29224-2406",803.726.7808,masked,Epidemiologist/Informaticist,American Association of Veterinary Laboratory Diagnosticians,,,secretary-treasurer@aavld.org,http://www.aavld.org,Prof Soc,2.16.840.1.113883.3.5,Int,,,3,Complete,,,OID root for the American Association of Veterinary Laboratory Diagnosticians,5/08/2001 12:00, ,27/03/2012 1:36,,UV
2.16.840.1.113883.5.18,acknowledgementType,Acknowledgement Type,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,This attribute contains an acknowledgement code as described in the HL7 message processing rules.OpenIssue: Description was copied from attribute and needs to be improved to be appropriate for a code system., , , ,,UV
2.16.840.1.113883.5.6,actClass,ActClass,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"HL7 Structural Code System ActClass, which classifies the kinds of Acts that are encoded in Act.code.", ,11/09/2009 12:00, ,,UV
2.16.840.1.113883.5.3,Act,Act,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,Act, , , ,,UV
2.16.840.1.113883.5.4,actCode,Act Code,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"A code specifying the particular kind of Act that the Act-instance represents within its class.Constraints: The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc.Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.", , , ,,UV
2.16.840.1.113883.5.5,ActInterpretation,ActInterpretation,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ActInterpretation, , , ,,UV
2.16.840.1.113883.5.7,actPriority,Act Priority,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"A set of codes (e.g. for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen. ", , , ,,UV
2.16.840.1.113883.5.8,actReason,Act Reason,,,masked,,,,,masked,,,,,,,SDO,,Int,,,5,Complete,,,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.Examples: Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".", , , ,,UV
2.16.840.1.113883.5.10,ActRelationshipCheckpoint,ActRelationshipCheckpoint,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ActRelationshipCheckpoint, , , ,,UV
2.16.840.1.113883.5.11,ActRelationshipConjunction,ActRelationshipConjunction,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ActRelationshipConjunction, , , ,,UV
2.16.840.1.113883.5.12,ActRelationshipJoin,ActRelationshipJoin,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7 Structural coding system ActRelationshipJoin, ,11/09/2009 12:00, ,,UV
2.16.840.1.113883.5.13,ActRelationshipSplit,ActRelationshipSplit,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ActRelationshipSplit, , , ,,UV
2.16.840.1.113883.5.14,ActStatus,ActStatus,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ActStatus, , , ,,UV
2.16.840.1.113883.5.15,ActType,ActType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ActType, , , ,,UV
2.16.840.1.113883.5.16,addressPartType,Address Part Type,Grahame,Grieve,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,HL7,"Code that specifies whether an address part names the street, city, country, postal code, post box, etc.The hierarchical nature of these concepts shows composition; e.g. ""Street Name"" is part of ""Street Address Line""", ,23/12/2009 12:00, ,,UV
2.16.840.1.113883.5.17,AddressUse,AddressUse,,,masked,,,,,masked,,,,,,,,,Int,,2.16.840.1.113883.5.1119,5,Retired,,,"AddressUse.  Added many years ago as part of the automatic add from the datatype proposed spec.  Removed sometime prior to 2006.    Retired as of the Novebmer 2008 Harmonization meeting, and replaced by 2.16.840.1.113883.5.1119 AddressUse.", , , ,,UV
2.16.840.1.113883.5.9,CalendarCycle,CalendarCycle,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,CalendarCycle, , , ,,UV
2.16.840.1.113883.5.21,Charset,Charset,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Charset, , , ,,UV
2.16.840.1.113883.5.22,CodeSystem,CodeSystem,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,CodeSystem, , , ,,UV
2.16.840.1.113883.5.24,ConceptGenerality,ConceptGenerality,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ConceptGenerality, , , ,,UV
2.16.840.1.113883.5.25,confidentiality,Confidentiality,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"Values that control disclosure of information.Example: Normal, restricted, substance abuse related.", , , ,,UV
2.16.840.1.113883.5.26,containerCap,Container Cap,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,The type of cap associated with a container., , , ,,UV
2.16.840.1.113883.5.27,ContainerSeparator,ContainerSeparator,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ContainerSeparator, , , ,,UV
2.16.840.1.113883.5.28,Country,Country,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,Country, , , ,,UV
2.16.840.1.113883.5.30,EntityDeterminer,EntityDeterminer,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityDeterminer, , , ,,UV
2.16.840.1.113883.5.31,DeviceAlertLevel,DeviceAlertLevel,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,DeviceAlertLevel, , , ,,UV
2.16.840.1.113883.5.32,DietService,DietService,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,DietService, , , ,,UV
2.16.840.1.113883.5.33,DocumentCompletion,DocumentCompletion,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,DocumentCompletion, , , ,,UV
2.16.840.1.113883.5.34,DocumentStorage,DocumentStorage,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,DocumentStorage, , , ,,UV
2.16.840.1.113883.5.35,EditStatus,EditStatus,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EditStatus, , , ,,UV
2.16.840.1.113883.5.36,EncounterAccident,EncounterAccident,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EncounterAccident, , , ,,UV
2.16.840.1.113883.5.37,EncounterAdmissionSource,EncounterAdmissionSource,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EncounterAdmissionSource, , , ,,UV
2.16.840.1.113883.5.38,EncounterAdmissionPriority,EncounterAdmissionPriority,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,EncounterAdmissionPriority, , , ,,UV
2.16.840.1.113883.5.39,EncounterReferralSource,EncounterReferralSource,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EncounterReferralSource, , , ,,UV
2.16.840.1.113883.5.40,EncounterSpecialCourtesy,EncounterSpecialCourtesy,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EncounterSpecialCourtesy, , , ,,UV
2.16.840.1.113883.5.41,EntityClass,EntityClass,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityClass, , , ,,UV
2.16.840.1.113883.5.42,EntityHandling,EntityHandling,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityHandling, , , ,,UV
2.16.840.1.113883.5.43,entityNamePartQualifier,Entity Name Part Qualifier,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityNamePartQualifier, , , ,,UV
2.16.840.1.113883.5.44,entityNamePartType,Entity Name Part Type,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityNamePartType, , , ,,UV
2.16.840.1.113883.5.45,entityNameUse,Entity Name Use,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityNameUse, , , ,,UV
2.16.840.1.113883.5.46,entityRisk,Entity Risk,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,The vocabulary table for the Entity.riskCode attribute, , , ,,UV
2.16.840.1.113883.5.47,EntityRoleRelationshipType,EntityRoleRelationshipType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,EntityRoleRelationshipType, , , ,,UV
2.16.840.1.113883.5.48,EntityType,EntityType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,EntityType, , , ,,UV
2.16.840.1.113883.5.49,EquipmentAlertLevel,EquipmentAlertLevel,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EquipmentAlertLevel, , , ,,UV
2.16.840.1.113883.5.50,Ethnicity,Ethnicity,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Ethnicity, , , ,,UV
2.16.840.1.113883.5.51,GenderStatus,GenderStatus,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,GenderStatus, , , ,,UV
2.16.840.1.113883.5.53,HealthcareProviderTaxonomyHIPAA,HealthcareProviderTaxonomyHIPAA,,,masked,,,,,masked,,,,,,,,,Int,,2.16.840.1.113883.6.101,5,Retired,,,"HealthcareProviderTaxonomyHIPAAOriginally created prior to the completion and publication of the NUCC Provider Taxonomy codes.  This code system has been retired, and replaced by the NUCC Provider codes, which are now used for all HIPAA compliant transactions.  See http://www.cms.hhs.gov for more information.", ,15/09/2009 12:00,15/09/2009 12:00,,UV
2.16.840.1.113883.5.54,HL7CommitteeIDInRIM,HL7CommitteeIDInRIM,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7CommitteeIDInRIM, , , ,,UV
2.16.840.1.113883.5.55,HL7ConformanceInclusion,HL7ConformanceInclusion,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7ConformanceInclusion, , , ,,UV
2.16.840.1.113883.5.56,HL7DefinedRoseProperty,HL7DefinedRoseProperty,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7DefinedRoseProperty, , , ,,UV
2.16.840.1.113883.5.57,HL7UpdateMode,HL7UpdateMode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7UpdateMode, , , ,,UV
2.16.840.1.113883.5.58,HtmlLinkType,HtmlLinkType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HtmlLinkType, , , ,,UV
2.16.840.1.113883.5.60,languageAbilityMode,Language Ability Mode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"A value representing the method of expression of the language.Example:  Expressed spoken, expressed written, expressed signed, received spoken, received written, received signed.", , , ,,UV
2.16.840.1.113883.5.61,languageAbilityProficiency,Language Ability Proficiency,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,"A value representing the level of proficiency in a language.Example: Excellent, good, fair, poor", , , ,,UV
2.16.840.1.113883.5.62,ListType,ListType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ListType, , , ,,UV
2.16.840.1.113883.5.63,LivingArrangement,LivingArrangement,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,LivingArrangement, , , ,,UV
2.16.840.1.113883.5.64,LivingSubjectProductionClass,LivingSubjectProductionClass,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,LivingSubjectProductionClass, , , ,,UV
2.16.840.1.113883.5.65,LocalMarkupIgnore,LocalMarkupIgnore,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,LocalMarkupIgnore, , , ,,UV
2.16.840.1.113883.5.66,LocalRemoteControlState,LocalRemoteControlState,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,LocalRemoteControlState, , , ,,UV
2.16.840.1.113883.5.67,MapRelationship,MapRelationship,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MapRelationship, , , ,,UV
2.16.840.1.113883.5.69,MaterialDanger,MaterialDanger,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,MaterialDanger, , , ,,UV
